hex_index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
88ad361009fffff,32.0,84.0,96.0,58.0,60.0,60.0,124.0,89.0,71.0,53.0,66.0,79.0,38.0,41.0,41.0,41.0,25.0,47.0,61.0,50.0,39.0,40.0,51.0,39.0,48.0,46.0,62.0,60.0,61.0,99.0,85.0,73.0,52.0,83.0,75.0,88.0,68.0,61.0,64.0,49.0,103.0,99.0,101.0,88.0,72.0,85.0,65.0,58.0,69.0,67.0,70.0,76.0,52.0
88ad36100bfffff,9.0,30.0,17.0,15.0,18.0,29.0,19.0,25.0,34.0,38.0,26.0,49.0,26.0,29.0,12.0,20.0,26.0,15.0,17.0,16.0,17.0,17.0,27.0,17.0,18.0,36.0,27.0,27.0,33.0,32.0,23.0,27.0,38.0,31.0,20.0,27.0,18.0,27.0,19.0,19.0,26.0,29.0,35.0,24.0,27.0,33.0,21.0,27.0,30.0,38.0,26.0,38.0,22.0
88ad36100dfffff,12.0,25.0,19.0,59.0,22.0,23.0,25.0,28.0,48.0,43.0,33.0,30.0,40.0,37.0,56.0,41.0,29.0,20.0,29.0,26.0,18.0,77.0,35.0,19.0,31.0,32.0,39.0,23.0,34.0,52.0,27.0,25.0,41.0,26.0,39.0,46.0,18.0,19.0,15.0,27.0,65.0,20.0,22.0,32.0,6.0,13.0,12.0,15.0,28.0,19.0,11.0,20.0,7.0
88ad361011fffff,8.0,14.0,11.0,15.0,16.0,16.0,16.0,31.0,17.0,30.0,24.0,29.0,16.0,14.0,11.0,8.0,3.0,12.0,7.0,6.0,4.0,10.0,12.0,12.0,35.0,21.0,16.0,22.0,24.0,23.0,16.0,27.0,14.0,17.0,18.0,36.0,21.0,21.0,23.0,35.0,31.0,18.0,22.0,27.0,26.0,28.0,21.0,12.0,24.0,21.0,26.0,17.0,11.0
88ad361013fffff,10.0,12.0,24.0,18.0,19.0,11.0,13.0,17.0,28.0,20.0,19.0,16.0,16.0,10.0,3.0,7.0,5.0,3.0,7.0,6.0,6.0,14.0,13.0,7.0,11.0,4.0,10.0,15.0,18.0,12.0,18.0,11.0,20.0,22.0,18.0,16.0,17.0,21.0,21.0,18.0,16.0,21.0,17.0,20.0,29.0,9.0,8.0,32.0,17.0,33.0,14.0,11.0,12.0
88ad361015fffff,13.0,38.0,22.0,15.0,17.0,24.0,33.0,25.0,33.0,24.0,25.0,36.0,27.0,13.0,13.0,19.0,8.0,15.0,11.0,26.0,15.0,18.0,11.0,13.0,19.0,10.0,19.0,19.0,38.0,41.0,19.0,23.0,22.0,32.0,40.0,30.0,39.0,27.0,36.0,29.0,28.0,37.0,36.0,38.0,17.0,26.0,29.0,37.0,37.0,22.0,25.0,13.0,25.0
88ad361017fffff,6.0,10.0,24.0,24.0,13.0,12.0,16.0,24.0,14.0,9.0,12.0,7.0,12.0,3.0,4.0,6.0,19.0,5.0,7.0,7.0,8.0,6.0,7.0,20.0,8.0,8.0,13.0,15.0,17.0,21.0,7.0,8.0,22.0,26.0,6.0,17.0,16.0,17.0,25.0,41.0,15.0,14.0,24.0,20.0,15.0,34.0,12.0,20.0,18.0,17.0,25.0,14.0,13.0
88ad361019fffff,15.0,23.0,29.0,22.0,14.0,18.0,17.0,25.0,33.0,18.0,31.0,40.0,34.0,10.0,13.0,7.0,12.0,9.0,4.0,13.0,14.0,30.0,19.0,15.0,18.0,24.0,19.0,35.0,27.0,35.0,23.0,29.0,15.0,26.0,23.0,28.0,37.0,53.0,22.0,19.0,33.0,35.0,27.0,35.0,24.0,19.0,34.0,24.0,16.0,27.0,33.0,16.0,19.0
88ad36101bfffff,5.0,13.0,21.0,18.0,16.0,9.0,9.0,13.0,17.0,7.0,21.0,19.0,14.0,6.0,23.0,21.0,13.0,6.0,2.0,12.0,4.0,18.0,20.0,11.0,23.0,14.0,28.0,9.0,46.0,30.0,20.0,20.0,20.0,39.0,11.0,25.0,22.0,30.0,14.0,30.0,29.0,25.0,27.0,28.0,32.0,13.0,10.0,13.0,8.0,14.0,13.0,18.0,8.0
88ad36101dfffff,19.0,20.0,32.0,24.0,27.0,41.0,28.0,40.0,30.0,32.0,25.0,31.0,31.0,9.0,8.0,14.0,21.0,12.0,11.0,29.0,13.0,11.0,24.0,10.0,24.0,20.0,23.0,20.0,36.0,16.0,22.0,24.0,32.0,35.0,30.0,44.0,25.0,14.0,35.0,27.0,18.0,27.0,19.0,35.0,35.0,26.0,35.0,27.0,32.0,23.0,18.0,29.0,24.0
88ad361021fffff,4.0,15.0,10.0,20.0,21.0,15.0,19.0,20.0,18.0,13.0,11.0,22.0,8.0,4.0,2.0,3.0,5.0,3.0,5.0,9.0,12.0,11.0,14.0,11.0,9.0,8.0,20.0,16.0,4.0,7.0,20.0,38.0,16.0,9.0,19.0,19.0,15.0,20.0,9.0,15.0,20.0,17.0,10.0,11.0,28.0,14.0,18.0,13.0,20.0,20.0,9.0,11.0,13.0
88ad361023fffff,24.0,34.0,21.0,33.0,40.0,24.0,44.0,38.0,33.0,31.0,34.0,24.0,23.0,11.0,22.0,8.0,11.0,17.0,32.0,16.0,27.0,27.0,20.0,32.0,36.0,29.0,36.0,33.0,31.0,31.0,31.0,40.0,42.0,33.0,24.0,55.0,50.0,48.0,35.0,33.0,35.0,49.0,31.0,30.0,43.0,46.0,38.0,38.0,42.0,37.0,25.0,23.0,21.0
88ad361025fffff,11.0,14.0,16.0,10.0,7.0,9.0,12.0,8.0,4.0,9.0,6.0,7.0,7.0,9.0,5.0,5.0,3.0,2.0,5.0,10.0,4.0,7.0,1.0,10.0,4.0,7.0,16.0,5.0,8.0,10.0,19.0,6.0,12.0,8.0,10.0,10.0,15.0,9.0,8.0,4.0,9.0,8.0,6.0,9.0,6.0,13.0,7.0,5.0,10.0,11.0,8.0,2.0,7.0
88ad361027fffff,15.0,24.0,23.0,42.0,44.0,20.0,38.0,17.0,19.0,26.0,24.0,27.0,11.0,13.0,9.0,21.0,18.0,16.0,20.0,14.0,13.0,14.0,13.0,26.0,16.0,22.0,36.0,26.0,20.0,26.0,32.0,27.0,31.0,30.0,20.0,18.0,39.0,15.0,31.0,27.0,62.0,37.0,27.0,29.0,41.0,33.0,33.0,30.0,32.0,38.0,21.0,12.0,32.0
88ad361029fffff,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88ad36102bfffff,5.0,6.0,2.0,10.0,13.0,7.0,7.0,8.0,6.0,6.0,15.0,5.0,10.0,7.0,2.0,5.0,0.0,8.0,2.0,6.0,9.0,5.0,4.0,14.0,21.0,13.0,12.0,6.0,1.0,5.0,10.0,9.0,5.0,5.0,9.0,17.0,7.0,3.0,9.0,8.0,11.0,6.0,5.0,5.0,13.0,7.0,6.0,8.0,5.0,7.0,4.0,9.0,5.0
88ad36102dfffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
88ad361031fffff,28.0,29.0,36.0,31.0,26.0,27.0,30.0,20.0,24.0,27.0,26.0,24.0,27.0,18.0,13.0,16.0,17.0,9.0,28.0,18.0,24.0,29.0,21.0,16.0,23.0,33.0,28.0,39.0,25.0,26.0,13.0,23.0,24.0,30.0,19.0,37.0,20.0,21.0,12.0,41.0,25.0,25.0,35.0,30.0,15.0,28.0,32.0,24.0,23.0,32.0,13.0,27.0,19.0
88ad361033fffff,16.0,36.0,34.0,38.0,40.0,27.0,30.0,21.0,31.0,21.0,34.0,37.0,19.0,12.0,29.0,17.0,14.0,21.0,23.0,29.0,22.0,31.0,31.0,26.0,38.0,25.0,34.0,58.0,32.0,26.0,24.0,46.0,21.0,56.0,27.0,65.0,39.0,35.0,37.0,42.0,38.0,26.0,34.0,32.0,41.0,26.0,44.0,39.0,40.0,53.0,28.0,30.0,18.0
88ad361035fffff,13.0,23.0,12.0,14.0,18.0,12.0,15.0,8.0,18.0,14.0,17.0,10.0,12.0,12.0,7.0,3.0,4.0,10.0,6.0,5.0,7.0,18.0,21.0,22.0,23.0,19.0,14.0,18.0,19.0,11.0,21.0,23.0,12.0,11.0,15.0,16.0,27.0,21.0,17.0,20.0,25.0,20.0,22.0,17.0,13.0,15.0,10.0,8.0,23.0,21.0,16.0,26.0,12.0
88ad361037fffff,18.0,34.0,40.0,20.0,20.0,20.0,33.0,19.0,13.0,32.0,21.0,29.0,35.0,16.0,17.0,16.0,14.0,11.0,22.0,21.0,14.0,15.0,24.0,33.0,15.0,30.0,27.0,18.0,44.0,29.0,25.0,20.0,30.0,36.0,30.0,36.0,27.0,31.0,18.0,53.0,34.0,21.0,21.0,27.0,29.0,32.0,34.0,34.0,23.0,39.0,21.0,30.0,21.0
88ad361039fffff,16.0,23.0,27.0,29.0,17.0,20.0,17.0,28.0,17.0,20.0,14.0,31.0,23.0,13.0,1.0,10.0,8.0,5.0,23.0,16.0,13.0,9.0,11.0,26.0,25.0,27.0,16.0,24.0,29.0,17.0,24.0,23.0,17.0,20.0,18.0,38.0,27.0,21.0,22.0,19.0,38.0,27.0,9.0,28.0,30.0,21.0,16.0,15.0,27.0,20.0,28.0,33.0,16.0
88ad36103bfffff,34.0,62.0,67.0,52.0,51.0,75.0,80.0,65.0,78.0,71.0,53.0,72.0,52.0,28.0,12.0,23.0,13.0,20.0,28.0,26.0,41.0,17.0,31.0,61.0,36.0,27.0,37.0,61.0,51.0,42.0,32.0,55.0,55.0,44.0,49.0,48.0,62.0,69.0,39.0,48.0,68.0,63.0,46.0,51.0,58.0,50.0,54.0,34.0,69.0,62.0,41.0,61.0,20.0
88ad36103dfffff,14.0,29.0,14.0,22.0,24.0,28.0,34.0,22.0,23.0,32.0,39.0,32.0,19.0,6.0,6.0,6.0,6.0,3.0,6.0,11.0,11.0,24.0,20.0,19.0,25.0,24.0,15.0,16.0,12.0,26.0,30.0,36.0,16.0,19.0,35.0,38.0,23.0,20.0,12.0,24.0,24.0,15.0,20.0,20.0,19.0,33.0,19.0,15.0,17.0,28.0,15.0,21.0,20.0
88ad361041fffff,17.0,59.0,34.0,38.0,49.0,44.0,32.0,35.0,42.0,34.0,31.0,32.0,17.0,28.0,30.0,31.0,28.0,22.0,23.0,46.0,21.0,38.0,43.0,46.0,33.0,20.0,38.0,40.0,38.0,38.0,54.0,47.0,57.0,45.0,51.0,63.0,32.0,38.0,59.0,32.0,45.0,38.0,63.0,63.0,51.0,38.0,29.0,42.0,35.0,46.0,40.0,30.0,39.0
88ad361043fffff,16.0,26.0,38.0,23.0,20.0,17.0,14.0,17.0,23.0,23.0,29.0,49.0,25.0,18.0,17.0,12.0,11.0,25.0,19.0,19.0,23.0,25.0,10.0,11.0,24.0,14.0,20.0,25.0,38.0,45.0,22.0,27.0,27.0,36.0,28.0,34.0,23.0,27.0,20.0,29.0,24.0,28.0,27.0,41.0,16.0,41.0,18.0,24.0,21.0,32.0,27.0,17.0,17.0
88ad361045fffff,8.0,27.0,15.0,35.0,22.0,29.0,27.0,22.0,26.0,26.0,34.0,28.0,23.0,24.0,30.0,18.0,24.0,14.0,27.0,24.0,17.0,34.0,23.0,26.0,26.0,29.0,28.0,22.0,36.0,39.0,34.0,30.0,27.0,39.0,32.0,23.0,34.0,22.0,25.0,26.0,36.0,21.0,23.0,19.0,24.0,27.0,16.0,22.0,20.0,16.0,19.0,11.0,16.0
88ad361047fffff,11.0,28.0,11.0,36.0,20.0,25.0,30.0,21.0,25.0,41.0,33.0,34.0,27.0,11.0,25.0,16.0,17.0,18.0,24.0,15.0,14.0,35.0,24.0,27.0,29.0,21.0,29.0,30.0,38.0,30.0,22.0,24.0,33.0,21.0,16.0,23.0,29.0,34.0,10.0,23.0,20.0,13.0,24.0,28.0,14.0,27.0,31.0,19.0,15.0,18.0,14.0,19.0,15.0
88ad361049fffff,15.0,25.0,18.0,28.0,29.0,23.0,36.0,36.0,27.0,29.0,20.0,16.0,12.0,18.0,22.0,12.0,22.0,22.0,25.0,18.0,16.0,29.0,16.0,26.0,28.0,27.0,35.0,26.0,19.0,24.0,13.0,22.0,22.0,27.0,35.0,35.0,20.0,19.0,23.0,20.0,25.0,45.0,52.0,48.0,25.0,40.0,21.0,22.0,16.0,22.0,17.0,22.0,37.0
88ad36104bfffff,9.0,24.0,12.0,12.0,16.0,21.0,13.0,23.0,13.0,12.0,31.0,20.0,11.0,15.0,10.0,4.0,10.0,19.0,10.0,18.0,10.0,16.0,11.0,6.0,10.0,20.0,22.0,14.0,18.0,19.0,20.0,33.0,33.0,7.0,21.0,20.0,23.0,37.0,17.0,29.0,21.0,32.0,32.0,20.0,22.0,26.0,15.0,13.0,21.0,20.0,14.0,14.0,16.0
88ad36104dfffff,6.0,32.0,21.0,28.0,27.0,15.0,28.0,36.0,25.0,33.0,44.0,33.0,29.0,25.0,12.0,16.0,21.0,8.0,8.0,13.0,22.0,25.0,12.0,12.0,9.0,20.0,28.0,29.0,27.0,48.0,25.0,24.0,36.0,41.0,43.0,36.0,36.0,31.0,24.0,31.0,22.0,30.0,64.0,21.0,33.0,20.0,13.0,30.0,13.0,22.0,17.0,12.0,14.0
88ad361051fffff,27.0,75.0,43.0,46.0,99.0,81.0,69.0,87.0,56.0,79.0,57.0,60.0,27.0,19.0,24.0,23.0,21.0,28.0,17.0,22.0,37.0,27.0,33.0,22.0,28.0,26.0,32.0,52.0,49.0,44.0,56.0,73.0,70.0,44.0,64.0,60.0,70.0,51.0,55.0,56.0,75.0,49.0,64.0,58.0,63.0,66.0,55.0,36.0,78.0,62.0,65.0,33.0,37.0
88ad361053fffff,1.0,12.0,6.0,14.0,9.0,15.0,8.0,16.0,12.0,11.0,8.0,16.0,7.0,6.0,5.0,2.0,3.0,2.0,3.0,4.0,6.0,4.0,5.0,7.0,7.0,11.0,11.0,5.0,13.0,12.0,8.0,7.0,10.0,9.0,10.0,17.0,21.0,8.0,11.0,15.0,15.0,8.0,18.0,12.0,12.0,11.0,11.0,13.0,10.0,13.0,13.0,9.0,2.0
88ad361055fffff,10.0,24.0,21.0,18.0,34.0,17.0,26.0,31.0,19.0,24.0,19.0,22.0,13.0,18.0,17.0,12.0,10.0,12.0,24.0,26.0,18.0,13.0,21.0,17.0,9.0,31.0,46.0,23.0,29.0,17.0,29.0,18.0,21.0,21.0,30.0,48.0,24.0,19.0,30.0,17.0,21.0,32.0,20.0,28.0,33.0,28.0,14.0,25.0,34.0,22.0,24.0,14.0,8.0
88ad361057fffff,8.0,24.0,26.0,10.0,37.0,35.0,41.0,27.0,40.0,27.0,29.0,19.0,28.0,12.0,19.0,17.0,10.0,18.0,17.0,11.0,14.0,22.0,24.0,22.0,22.0,26.0,27.0,34.0,56.0,27.0,27.0,43.0,41.0,39.0,15.0,23.0,19.0,31.0,39.0,32.0,41.0,22.0,22.0,25.0,24.0,35.0,42.0,34.0,33.0,42.0,21.0,48.0,29.0
88ad361059fffff,4.0,18.0,17.0,25.0,24.0,50.0,46.0,26.0,14.0,19.0,24.0,29.0,15.0,15.0,21.0,3.0,13.0,8.0,6.0,8.0,25.0,12.0,3.0,22.0,17.0,33.0,23.0,22.0,27.0,32.0,20.0,16.0,19.0,20.0,25.0,20.0,27.0,24.0,23.0,23.0,28.0,27.0,31.0,30.0,33.0,40.0,35.0,15.0,22.0,41.0,15.0,23.0,8.0
88ad36105bfffff,6.0,6.0,12.0,10.0,11.0,7.0,11.0,9.0,13.0,8.0,5.0,6.0,8.0,3.0,2.0,6.0,1.0,1.0,4.0,5.0,2.0,2.0,9.0,5.0,4.0,2.0,2.0,12.0,7.0,11.0,7.0,5.0,7.0,16.0,5.0,5.0,7.0,17.0,11.0,5.0,16.0,14.0,9.0,13.0,3.0,8.0,9.0,6.0,9.0,15.0,2.0,3.0,13.0
88ad36105dfffff,14.0,24.0,22.0,18.0,18.0,35.0,26.0,34.0,18.0,20.0,24.0,32.0,33.0,8.0,18.0,9.0,9.0,13.0,25.0,39.0,28.0,27.0,19.0,31.0,9.0,11.0,27.0,21.0,23.0,26.0,29.0,20.0,33.0,24.0,30.0,18.0,15.0,34.0,29.0,37.0,36.0,35.0,21.0,21.0,15.0,25.0,14.0,21.0,18.0,36.0,13.0,14.0,15.0
88ad361061fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88ad361063fffff,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,2.0,0.0,0.0,8.0,7.0,2.0,5.0,7.0,3.0,2.0,0.0
88ad361065fffff,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
88ad361067fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88ad361069fffff,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88ad36106bfffff,5.0,6.0,6.0,14.0,9.0,5.0,14.0,15.0,29.0,10.0,9.0,10.0,4.0,14.0,12.0,13.0,7.0,0.0,1.0,9.0,7.0,14.0,13.0,13.0,11.0,15.0,14.0,11.0,8.0,19.0,8.0,11.0,8.0,13.0,11.0,15.0,12.0,12.0,6.0,6.0,16.0,2.0,12.0,22.0,8.0,21.0,14.0,4.0,3.0,16.0,9.0,9.0,1.0
88ad361081fffff,3.0,3.0,38.0,3.0,3.0,5.0,11.0,6.0,10.0,3.0,6.0,5.0,5.0,4.0,3.0,2.0,6.0,5.0,2.0,4.0,7.0,6.0,0.0,1.0,19.0,11.0,19.0,12.0,17.0,7.0,6.0,10.0,8.0,11.0,11.0,10.0,13.0,10.0,14.0,41.0,13.0,6.0,6.0,12.0,16.0,6.0,15.0,8.0,9.0,9.0,19.0,35.0,2.0
88ad361083fffff,4.0,1.0,22.0,22.0,8.0,8.0,9.0,5.0,10.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,6.0,6.0,2.0,7.0,20.0,21.0,7.0,12.0,8.0,11.0,20.0,16.0,12.0,21.0,5.0,4.0,10.0,7.0,6.0,10.0,7.0,5.0,26.0,27.0,11.0,16.0,5.0,18.0,32.0,12.0,4.0,2.0,8.0,7.0,12.0,12.0,4.0
88ad361085fffff,2.0,14.0,21.0,6.0,7.0,10.0,8.0,8.0,5.0,9.0,7.0,4.0,1.0,4.0,3.0,5.0,1.0,1.0,3.0,4.0,5.0,2.0,7.0,2.0,5.0,19.0,6.0,8.0,31.0,13.0,11.0,1.0,14.0,8.0,13.0,6.0,7.0,3.0,7.0,5.0,7.0,6.0,3.0,10.0,21.0,10.0,7.0,14.0,16.0,9.0,8.0,9.0,4.0
88ad361087fffff,4.0,13.0,23.0,9.0,5.0,4.0,5.0,8.0,4.0,4.0,8.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,0.0,2.0,4.0,2.0,6.0,3.0,6.0,6.0,4.0,17.0,6.0,4.0,0.0,9.0,14.0,14.0,14.0,10.0,6.0,5.0,3.0,29.0,14.0,15.0,13.0,18.0,37.0,10.0,5.0,5.0,14.0,10.0,15.0,21.0,12.0
88ad361089fffff,13.0,22.0,22.0,20.0,21.0,24.0,30.0,25.0,23.0,22.0,203.0,22.0,26.0,6.0,7.0,14.0,18.0,12.0,12.0,11.0,8.0,21.0,14.0,25.0,15.0,23.0,12.0,39.0,37.0,31.0,16.0,23.0,35.0,56.0,27.0,28.0,14.0,19.0,28.0,30.0,23.0,29.0,42.0,28.0,30.0,23.0,14.0,14.0,23.0,21.0,15.0,28.0,22.0
88ad36108bfffff,3.0,4.0,0.0,2.0,7.0,9.0,5.0,3.0,4.0,7.0,31.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,0.0,5.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,19.0,5.0,3.0,7.0,4.0,6.0,4.0,4.0,6.0,14.0,11.0,2.0,8.0,6.0,5.0,15.0,7.0,4.0,3.0,3.0,5.0,5.0,6.0,18.0,6.0
88ad36108dfffff,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,6.0
88ad361091fffff,2.0,2.0,1.0,1.0,2.0,4.0,9.0,0.0,7.0,4.0,6.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,4.0,8.0,9.0,1.0,1.0,5.0,7.0,7.0,1.0,2.0,8.0,8.0,3.0,1.0,2.0,5.0,5.0,5.0,10.0,0.0,2.0,5.0,29.0,5.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0
88ad361093fffff,29.0,18.0,42.0,32.0,29.0,36.0,28.0,46.0,16.0,25.0,35.0,28.0,12.0,10.0,10.0,14.0,21.0,17.0,30.0,17.0,21.0,18.0,22.0,30.0,47.0,30.0,27.0,26.0,58.0,21.0,34.0,20.0,36.0,33.0,30.0,58.0,38.0,20.0,27.0,30.0,29.0,28.0,26.0,31.0,43.0,48.0,42.0,24.0,31.0,26.0,28.0,32.0,6.0
88ad361095fffff,10.0,4.0,20.0,2.0,5.0,4.0,3.0,6.0,6.0,9.0,44.0,13.0,2.0,2.0,0.0,7.0,4.0,4.0,6.0,5.0,6.0,5.0,12.0,11.0,5.0,10.0,5.0,14.0,7.0,20.0,8.0,7.0,9.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,13.0,9.0,45.0,23.0,15.0,10.0,5.0,11.0,6.0,4.0,6.0
88ad361097fffff,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
88ad361099fffff,4.0,10.0,16.0,11.0,16.0,21.0,18.0,30.0,23.0,24.0,17.0,7.0,10.0,7.0,6.0,4.0,12.0,5.0,11.0,6.0,8.0,13.0,9.0,23.0,10.0,12.0,22.0,14.0,68.0,19.0,8.0,22.0,32.0,8.0,6.0,20.0,8.0,19.0,14.0,39.0,8.0,11.0,17.0,8.0,10.0,11.0,7.0,13.0,21.0,11.0,13.0,7.0,7.0
88ad36109bfffff,13.0,19.0,18.0,19.0,10.0,27.0,26.0,29.0,51.0,28.0,26.0,16.0,11.0,16.0,14.0,13.0,6.0,8.0,10.0,7.0,14.0,29.0,23.0,9.0,27.0,20.0,27.0,16.0,69.0,32.0,9.0,20.0,15.0,18.0,25.0,28.0,22.0,17.0,11.0,25.0,26.0,22.0,19.0,30.0,22.0,14.0,19.0,21.0,21.0,18.0,13.0,12.0,2.0
88ad36109dfffff,3.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,6.0,10.0,6.0,1.0,7.0,5.0,15.0,7.0,3.0,0.0,1.0,3.0,3.0,1.0,4.0,7.0,6.0,3.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0
88ad3610a1fffff,3.0,3.0,11.0,5.0,6.0,7.0,6.0,8.0,4.0,7.0,4.0,6.0,18.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,0.0,3.0,6.0,3.0,15.0,9.0,4.0,26.0,8.0,5.0,8.0,3.0,1.0,11.0,6.0,10.0,9.0,5.0,14.0,7.0,9.0,4.0,3.0,6.0,14.0,6.0,6.0,5.0,8.0,8.0,8.0,3.0
88ad3610a3fffff,1.0,5.0,25.0,15.0,7.0,9.0,4.0,9.0,5.0,3.0,6.0,10.0,4.0,8.0,7.0,5.0,7.0,8.0,13.0,8.0,5.0,6.0,13.0,7.0,4.0,9.0,7.0,10.0,10.0,13.0,7.0,19.0,8.0,11.0,11.0,11.0,30.0,5.0,10.0,16.0,9.0,17.0,18.0,23.0,32.0,26.0,5.0,12.0,13.0,6.0,2.0,10.0,5.0
88ad3610a5fffff,5.0,7.0,29.0,23.0,9.0,5.0,8.0,13.0,14.0,11.0,12.0,5.0,6.0,3.0,7.0,3.0,1.0,8.0,10.0,3.0,3.0,7.0,9.0,11.0,13.0,7.0,8.0,12.0,30.0,25.0,14.0,9.0,7.0,8.0,17.0,8.0,22.0,19.0,7.0,31.0,15.0,11.0,21.0,23.0,5.0,10.0,14.0,11.0,11.0,6.0,7.0,9.0,9.0
88ad3610a7fffff,1.0,0.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,8.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,22.0,1.0,5.0,1.0,0.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,7.0,7.0,4.0,0.0,1.0,4.0,1.0,4.0,7.0,2.0,1.0
